event_name,date_location,attendees,goals,source_url,primary_industry,secondary_industry,event_type,featured,company_stages
National C.E.P.S. Certified Event Planning Specialist Masterclass Summit,Manila - 25 Jul 2025,Event planners,Founders,Professionals,Event planning skills,Networking,https://www.eventbrite.com/e/national-ceps-certified-event-planning-specialist-masterclass-summit-tickets-897394334337,Technology,Exploring Solutions
International Conference on Geospatial Big Data for Urban Studies (ICGBDUS),Manila - 24 Jul 2025,Urban planners,Data scientists,Geospatial data analysis,Urban development,https://internationalconferencealerts.com/eventdetails.php?id=3013500,Technology,Government & Public Sector,Conference
International Conference on Recent Advance in Engineering and Technology (ICRAET),Manila - 17 Sep 2025,Engineers,Technology managers,Technology advancements,Engineering solutions,https://internationalconferencealerts.com/eventdetails.php?id=3159133,Technology,,Conference
International Conference on Mechanical,Aerospace and Systems Engineering (ICMASE),Manila - 18 Jul 2025,Engineers,Aerospace professionals,Aerospace technology,Systems engineering,https://internationalconferencealerts.com/eventdetails.php?id=3031182,Technology,Exploring Solutions
International Conference on Aerospace Sciences and Aviation Technology (ICASAT),Manila - 21 Jul 2025,Aviation professionals,Engineers,Aerospace innovation,Technology adoption,https://internationalconferencealerts.com/eventdetails.php?id=3016757,Technology,,Conference
International Conference on Aerospace and Aviation Engineering (ICAAE),Manila - 1 Sep 2025,Aviation engineers,Technology managers,Aviation engineering,Innovation,https://internationalconferencealerts.com/eventdetails.php?id=3155351,Technology,,Conference
International Conference on Mechanical,Aeronautical and Automotive Engineering (ICMAAE),Davao City - 1 Sep 2025,Engineers,Automotive professionals,Mechanical engineering,Innovation,https://internationalconferencealerts.com/eventdetails.php?id=3168172,Technology,Exploring Solutions
International Conference on Mechanical,Aerospace Technology and Materials Application (ICMATMA),Manila - 22 Sep 2025,Engineers,Materials scientists,Aerospace technology,Materials application,https://internationalconferencealerts.com/eventdetails.php?id=3171794,Technology,Exploring Solutions
International Conference on Aeronautical and Astronautical Engineering (ICOAAE),Manila - 25 Oct 2025,Aerospace engineers,Researchers,Aeronautical engineering,Innovation,https://internationalconferencealerts.com/eventdetails.php?id=3221477,Technology,,Conference
International Conference on Aerospace and Aviation Engineering (ICAAE),Manila - 17 Nov 2025,Aviation engineers,Technology managers,Aviation engineering,Innovation,https://internationalconferencealerts.com/eventdetails.php?id=3266161,Technology,,Conference
International Conference on Mechanical,Aerospace and Systems Engineering (ICMASE),Manila - 21 Nov 2025,Engineers,Aerospace professionals,Aerospace technology,Systems engineering,https://internationalconferencealerts.com/eventdetails.php?id=3257077,Technology,Exploring Solutions
International Conference on Aeronautical and Astronautical Engineering (ICOAAE),Manila - 1 Dec 2025,Aerospace engineers,Researchers,Aeronautical engineering,Innovation,https://internationalconferencealerts.com/eventdetails.php?id=3302723,Technology,,Conference
International Conference on Aerospace Systems and Avionics (ICASA),Manila - 22 Dec 2025,Avionics engineers,Technology managers,Avionics systems,Technology adoption,https://internationalconferencealerts.com/eventdetails.php?id=3312505,Technology,,Conference
International Conference on Enterprise Architecture and Agile Development (ICEAAD),Manila - 26 Aug 2025,IT architects,Developers,Agile development,Enterprise architecture,https://internationalconferencealerts.com/eventdetails.php?id=3045462,Technology,,Conference
International Conference on Computer Architecture and Microarchitecture Design (ICCAMD),Manila - 4 Nov 2025,Computer architects,IT professionals,Computer architecture,Design innovation,https://internationalconferencealerts.com/eventdetails.php?id=3261727,Technology,,Conference
International Conference on Machine Learning in Architecture (ICMLA),Manila - 30 Dec 2025,Data scientists,Architects,Machine learning,Architectural design,https://internationalconferencealerts.com/eventdetails.php?id=3280936,Technology,,Conference
International Conference on Bioinformatics and Molecular Biology (ICBMB),Quezon City - 10 Jul 2025,Bioinformaticians,Researchers,Bioinformatics,Molecular biology,https://internationalconferencealerts.com/eventdetails.php?id=3014466,Technology,Healthcare,Conference
International Conference on Bioinformatics,Biomedicine,Biotechnology and Computational Biology (ICBBBCB),Manila - 10 Jul 2025,Researchers,Biotech professionals,Biomedicine,Computational biology,https://internationalconferencealerts.com/eventdetails.php?id=3328078,Technology
International Conference on Bioinformatics for Life Sciences and Technologies (ICBLST),Quezon City - 7 Aug 2025,Bioinformaticians,Researchers,Bioinformatics,Life sciences,https://internationalconferencealerts.com/eventdetails.php?id=3325441,Technology,Healthcare,Conference
International Conference on Bioinformatics and Computational Biology (ICOBCB),Manila - 7 Aug 2025,Researchers,Biotech professionals,Computational biology,Bioinformatics,https://internationalconferencealerts.com/eventdetails.php?id=3079638,Technology,Healthcare,Conference
International Conference on Cancer Bioinformatics (ICOCB),Manila - 4 Sep 2025,Oncologists,Bioinformaticians,Cancer research,Bioinformatics,https://internationalconferencealerts.com/eventdetails.php?id=3162567,Technology,Healthcare,Conference
International Conference on Bioinformatics for Life Sciences and Technologies (ICBLST),Quezon City - 4 Sep 2025,Bioinformaticians,Researchers,Bioinformatics,Life sciences,https://internationalconferencealerts.com/eventdetails.php?id=3169586,Technology,Healthcare,Conference
International Conference on Bioinformatics Applications in Life Sciences and Technologies (ICBALST),Manila - 21 Oct 2025,Researchers,Biotech professionals,Bioinformatics applications,Technology,https://internationalconferencealerts.com/eventdetails.php?id=3103441,Technology,Healthcare,Conference
International Conference on Proteomics and Bioinformatics (ICPB),Manila - 25 Oct 2025,Bioinformaticians,Researchers,Proteomics,Bioinformatics,https://internationalconferencealerts.com/eventdetails.php?id=3218608,Technology,Healthcare,Conference
International Conference on Bioinformatics and Computational Biology (ICOBCB),Manila - 6 Nov 2025,Researchers,Biotech professionals,Computational biology,Bioinformatics,https://internationalconferencealerts.com/eventdetails.php?id=3261786,Technology,Healthcare,Conference
International Conference on Control Engineering and Artificial Intelligence (ICCEAI),Bacolod City - 9 Jul 2025,Engineers,AI researchers,Control systems,AI applications,https://internationalconferencealerts.com/eventdetails.php?id=3005767,Technology,,Conference
International Conference on Knowledge Representation and Artificial Intelligence (ICKRAI),Manila - 9 Jul 2025,AI researchers,Data scientists,Knowledge representation,AI development,https://internationalconferencealerts.com/eventdetails.php?id=2993597,Technology,,Conference
International Conference on Behavioral Robotics and Artificial Intelligence (ICBRAI),Cebu City - 9 Jul 2025,Robotics engineers,AI researchers,Behavioral robotics,AI applications,https://internationalconferencealerts.com/eventdetails.php?id=3328062,Technology,,Conference
International Conference on Artificial Intelligence,Machine Learning and Soft Computing (ICAIMLSC),Cebu City - 6 Aug 2025,AI researchers,Developers,Machine learning,Soft computing,https://internationalconferencealerts.com/eventdetails.php?id=3079591,Technology,Exploring Solutions
International Conference on Knowledge Representation and Artificial Intelligence (ICKRAI),Manila - 6 Aug 2025,AI researchers,Data scientists,Knowledge representation,AI development,https://internationalconferencealerts.com/eventdetails.php?id=3067761,Technology,,Conference
International Conference on Artificial Intelligence and Mathematics (ICAIM),Manila - 27 Aug 2025,AI researchers,Mathematicians,AI applications,Mathematical modeling,https://internationalconferencealerts.com/eventdetails.php?id=3074261,Technology,,Conference
International Conference on Cooperative Robotics and Artificial Intelligence (ICCRAI),Manila - 3 Sep 2025,Robotics engineers,AI researchers,Cooperative robotics,AI development,https://internationalconferencealerts.com/eventdetails.php?id=3151887,Technology,,Conference
International Conference on Control Engineering and Artificial Intelligence (ICCEAI),Bacolod City - 3 Sep 2025,Engineers,AI researchers,Control systems,AI applications,https://internationalconferencealerts.com/eventdetails.php?id=3157772,Technology,,Conference
International Conference on Behavioral Robotics and Artificial Intelligence (ICBRAI),Cebu City - 3 Sep 2025,Robotics engineers,AI researchers,Behavioral robotics,AI applications,https://internationalconferencealerts.com/eventdetails.php?id=3162514,Technology,,Conference
International Conference on Computational Intelligence and Data Engineering (ICCIDE),Cebu City - 8 Oct 2025,Data engineers,AI researchers,Computational intelligence,Data engineering,https://internationalconferencealerts.com/eventdetails.php?id=3218575,Technology,,Conference
International Conference on Digital Agriculture,Latest Advances,Prospects and Artificial Intelligence (ICDALAPAI),Manila - 23 Oct 2025,Agriculturists,AI researchers,Digital agriculture,AI applications,https://internationalconferencealerts.com/eventdetails.php?id=3193997,Technology
International Conference on Artificial Intelligence and Mathematics (ICAIM),Manila - 25 Oct 2025,AI researchers,Mathematicians,AI applications,Mathematical modeling,https://internationalconferencealerts.com/eventdetails.php?id=3214532,Technology,,Conference
International Conference on Robotics and Artificial Intelligence (ICRAI),Manila - 25 Oct 2025,Robotics engineers,AI researchers,Robotics,AI development,https://internationalconferencealerts.com/eventdetails.php?id=3217070,Technology,,Conference
International Conference on Artificial Intelligence and Machine Learning for Healthcare (ICAIMLH),Manila - 25 Oct 2025,Healthcare professionals,AI researchers,AI in healthcare,Machine learning,https://internationalconferencealerts.com/eventdetails.php?id=3221955,Technology,Healthcare,Conference
International Conference on Advance Artificial Intelligence (ICAAI),Manila - 5 Nov 2025,AI researchers,Technology managers,Advanced AI,Technology adoption,https://internationalconferencealerts.com/eventdetails.php?id=3246996,Technology,,Conference
International Conference on Artificial Intelligence in Education (ICAIE),Bacolod City - 5 Nov 2025,Educators,AI researchers,AI in education,Technology integration,https://internationalconferencealerts.com/eventdetails.php?id=3121068,Technology,Education,Conference
International Conference on Artificial Intelligence and Materials Science (ICAIMS),Manila - 3 Dec 2025,Materials scientists,AI researchers,AI in materials science,Innovation,https://internationalconferencealerts.com/eventdetails.php?id=3308945,Technology,,Conference
International Conference on Artificial Intelligence in Medical Applications (ICAIMA),Bacolod City - 10 Dec 2025,Healthcare professionals,AI researchers,AI in medical applications,Innovation,https://internationalconferencealerts.com/eventdetails.php?id=3307703,Technology,Healthcare,Conference
International Conference on Soft Computing,Artificial Intelligence and Applications (ICSCAIA),Cebu City - 10 Dec 2025,AI researchers,Developers,Soft computing,AI applications,https://internationalconferencealerts.com/eventdetails.php?id=3311375,Technology,Exploring Solutions
International Conference on Artificial Intelligence in Law and Legal Practice (ICAILLP),Manila - 10 Dec 2025,Legal professionals,AI researchers,AI in law,Legal practice innovation,https://internationalconferencealerts.com/eventdetails.php?id=3322149,Technology,Legal,Conference
International Conference on Insurance Mathematics and Statistics (ICIMSTAT),Manila - 2 Aug 2025,Actuaries,Financial analysts,Insurance mathematics,Statistical analysis,https://internationalconferencealerts.com/eventdetails.php?id=3045342,Banking & Financial Services,,Conference
International Conference on Insurance Mathematics and Statistics (ICIMSTAT),Manila - 23 Oct 2025,Actuaries,Financial analysts,Insurance mathematics,Statistical analysis,https://internationalconferencealerts.com/eventdetails.php?id=3195928,Banking & Financial Services,,Conference
International Conference on Insurance Mathematics and Statistics (ICIMSTAT),Manila - 16 Dec 2025,Actuaries,Financial analysts,Insurance mathematics,Statistical analysis,https://internationalconferencealerts.com/eventdetails.php?id=3305031,Banking & Financial Services,,Conference
International Conference on Computer Vision (ICCV),Manila - 23 Aug 2025,Computer vision researchers,Developers,Computer vision,AI applications,https://internationalconferencealerts.com/eventdetails.php?id=3096566,Technology,,Conference
International Conference on Performance Marketing and Marketing Techniques (ICPMMT),Manila - 10 Jul 2025,Marketing professionals,Digital strategists,Performance marketing,Strategy optimization,https://internationalconferencealerts.com/eventdetails.php?id=2975477,Technology,Retail & E-commerce,Conference
International Conference on Relationship Marketing (ICRM),Manila - 7 Aug 2025,Marketing managers,CRM specialists,Relationship marketing,Customer retention,https://internationalconferencealerts.com/eventdetails.php?id=3074249,Retail & E-commerce,Technology,Conference
